GradeID,STUID,COURSECODE,COURSEGRADE
9386,13410,CMPS1212,A-
9387,13410,CMPS2171,B+
9388,13410,CMPS1232,C
9389,13410,CMPS2131,B
9390,13410,CMPS2232,C+
9391,13410,ENGL1014,B
9392,13410,CMPS1232,F
9393,13410,MGMT1014,C
9394,13410,PHYS1015L,A
9395,13410,PHYS1015,D
9396,13410,CMPS2252,F
9397,13410,PSYC1014,B
9398,13410,CMPS2191,D+
9399,13410,MATH1302,C+
9400,13410,PHYS1015,C+
9401,13440,ENGL1025,B
9402,13440,SOCL1014,C+
9403,13440,ENGL1035,C+
9404,13440,MGMT1014,D+
9405,13444,SPAN2025,B
9406,13444,CMPS1232,RE
9407,13444,MGMT1014,RE
9408,13444,MATH1151,C
9409,13444,SOCL1014,RE
9410,13444,CMPS1014,B
9411,13444,MATH1151,F
9412,13444,CMPS1212,B+
9413,13444,MGMT1014,F
9414,13444,CMPS1131,F
9415,13444,ENGL1014,C+
9416,13444,ENGL1025,F
9417,13444,MATH1201,WF
9418,13444,CMPS1131,C+
9419,13444,HIST1014,RE
9420,13444,MATH1201,F
9421,13444,ENGL1025,RE
9422,13461,ENGL0095,TR
9423,13461,MATH1014,F
9424,13461,BIOL104,
9425,13461,ENGL0090,TR
9426,13461,CHEM1015L,F
9427,13466,CMPS1014,RE
9428,13466,CMPS1131,RE
9429,13466,MATH1151,RE
9430,13466,MATH1201,RE
9431,13466,ENGL1014,RE
9432,13471,MATH1151,
9433,13471,MATH1201,F
9434,13471,CMPS1014,F
9435,13471,CMPS1131,F
9436,13475,CMPS1134,B
9437,13475,SPAN2015,A
9438,13475,CMPS2151,D+
9439,13475,ENGL1025,F
9440,13475,CMPS2111,C
9441,13475,CMPS2212,D+
9442,13475,CMPS2191,F
9443,13475,MATH1201,F
9444,13475,CMPS1232,C+
9445,13475,MATH1151,F
9446,13475,CMPS2131,C
9447,13475,CMPS1212,C
9448,13475,MATH1201,F
9449,13475,CMPS2232,C+
9450,13475,CMPS1131,B
9451,13475,CMPS2171,C
9452,13475,MATH1151,F
9453,13520,ENGL1025,B
9454,13520,MATH1151,D+
9455,13520,CMPS2111,D+
9456,13520,PHYS1015L,B+
9457,13520,CMPS1212,D
9458,13520,CMPS1232,D
9459,13520,CMPS1232,W
9460,13520,CMPS1134,C
9461,13520,PHYS1015,WF
9462,13520,ENGL1014,B+
9463,13520,MATH1302,D+
9464,13520,MGMT1014,B+
9465,13520,SPAN1015,B+
9466,13520,HIST1014,C
9467,13520,SPAN1025,B+
9468,13520,CMPS1131,C+
9469,13520,CMPS2151,C+
9470,13520,MATH1151,B
9471,13520,CMPS2111,C
9472,13520,CMPS1212,W
9473,13520,CMPS1014,C+
9474,13520,MATH1201,C
9475,13520,CMPS2171,B
9476,13520,PSYC1014,C
9477,13520,PHYS1015,W
9478,13520,CMPS1232,C
9479,13520,MATH1302,C+
9480,13547,MATH1014,B
9481,13547,MATH1201,C+
9482,13547,MATH1151,C+
9483,13547,SOCL1014,C
9484,13547,CMPS1131,C
9485,13547,MGMT1014,C+
9486,13547,CMPS1232,D+
9487,13547,SPAN3015,A-
9488,13547,PHYS1015,A-
9489,13547,CMPS2191,C
9490,13547,CMPS1014,B+
9491,13547,CMPS1212,B
9492,13547,ENGL1025,B+
9493,13547,PSYC1014,B+
9494,13547,HIST1014,B+
9495,13547,ENGL1014,A
9496,13547,PHIL1014,B+
9497,13547,PHYS1015L,A-
9498,13547,SOCL1014,W
9499,13547,CMPS2111,C
9500,13547,CMPS2171,C+
9501,13547,MATH2201,C
9502,13569,SOCL1014,C
9503,13569,SPAN1015,F
9504,13569,ENGL0090,P
9505,13572,CMPS1131,RE
9506,13572,SPAN2015,RE
9507,13572,ENGL1014,RE
9508,13572,MATH1201,RE
9509,13572,MATH1151,RE
9510,13572,CMPS1014,F
9511,13578,SPAN1025,WP
9512,13578,CMPS1232,B+
9513,13578,CMPS2111,C
9514,13578,PHYS1015L,WF
9515,13578,PHYS1015L,A
9516,13578,CMPS2111,C
9517,13578,CMPS2232,A-
9518,13578,SPAN2015,B
9519,13578,MATH1201,C+
9520,13578,ENGL1014,B
9521,13578,MGMT1014,B
9522,13578,CMPS2232,F
9523,13578,CMPS2212,C
9524,13578,CMPS2992,B+
9525,13578,MATH2201,C+
9526,13578,CMPS2171,B+
9527,13578,CMPS2212,F
9528,13578,CMPS1212,A
9529,13578,CMPS1131,A-
9530,13578,PSYC1014,C+
9531,13578,ENGL1014,WP
9532,13578,ENGL1025,B+
9533,13578,HIST1014,A-
9534,13578,CMPS2191,D
9535,13578,CMPS2252,C
9536,13578,CMPS1014,C+
9537,13578,CMPS1131,F
9538,13578,MATH1151,C+
9539,13578,MATH1302,B+
9540,13578,PHYS1015,B+
9541,13578,CMPS2131,C
9542,13578,CMPS2151,B+
9543,13578,CMPS2131,C+
9544,13578,CMPS2191,B
9545,13612,CMPS1014,F
9546,13612,SPAN1015,B
9547,13612,PHYS1015L,A
9548,13612,ENGL1025,B+
9549,13612,MATH1151,B
9550,13612,PHYS1015,D
9551,13612,ENGL1014,B+
9552,13612,CMPS1014,C+
9553,13612,CMPS1131,F
9554,13612,MATH1151,F
9555,13612,CMPS1131,F
9556,13612,MATH1201,F
9557,13612,CMPS1212,C
9558,13612,SOCL1014,C
9559,13612,MATH1201,F
9560,13627,CMPS1131,C
9561,13627,MGMT1014,C
9562,13627,CMPS1014,C+
9563,13627,ENGL1014,C
9564,13627,HIST1014,B
9565,13627,CMPS1014,W
9566,13627,MATH1151,F
9567,13627,CMPS1212,D
9568,13627,CMPS1232,F
9569,13627,MATH1201,WF
9570,13627,CMPS1232,F
9571,13627,CMPS2111,WF
9572,13627,SPAN2025,B
9573,13627,ENGL1025,WF
9574,13627,MATH1151,C
9575,13642,CMPS1131,WF
9576,13642,ENGL1025,B
9577,13642,CMPS1131,B
9578,13642,CMPS2151,B
9579,13642,MATH1201,F
9580,13642,MATH1201,C+
9581,13642,PHYS1015,WF
9582,13642,PHYS1015,WF
9583,13642,CMPS2131,W
9584,13642,SOCL1014,B+
9585,13642,CMPS1134,F
9586,13642,MATH1302,WF
9587,13642,CMPS1131,F
9588,13642,PHYS1015,WF
9589,13642,CMPS2171,F
9590,13642,CMPS2191,B+
9591,13642,MATH1302,B
9592,13642,CMPS2171,B
9593,13642,MATH2201,D
9594,13642,CMPS1232,WF
9595,13642,CMPS2131,A-
9596,13642,CMPS2212,F
9597,13642,CMPS2232,F
9598,13642,MATH1151,F
9599,13642,MATH1151,C+
9600,13642,CMPS1212,A-
9601,13642,CMPS1232,D+
9602,13642,CMPS1232,D+
9603,13642,CMPS1232,NR
9604,13642,CMPS1232,C
9605,13642,MGMT1014,C
9606,13642,CMPS1134,F
9607,13642,MATH1151,D+
9608,13642,PHYS1015L,A-
9609,13642,CMPS1134,B+
9610,13642,MATH1302,D+
9611,13642,SOCL1014,C+
9612,13642,CMPS2111,D
9613,13642,PHYS1015,C
9614,13642,CMPS2111,C
9615,13642,MATH2201,RE
9616,13642,PHYS1015,WF
9617,13642,CMPS1131,F
9618,13685,MATH1151,A
9619,13685,CMPS2111,B
9620,13685,CMPS2131,B+
9621,13685,PSYC1014,B+
9622,13685,CMPS1131,B
9623,13685,MATH1151,C
9624,13685,CMPS1232,C+
9625,13685,MATH1302,C
9626,13685,PHYS1015,B+
9627,13685,MATH1201,A
9628,13685,MGMT1014,A
9629,13685,CMPS2191,C
9630,13685,CMPS2992,A-
9631,13685,PHYS1015L,A
9632,13685,CMPS1212,B+
9633,13685,CMPS2151,A-
9634,13685,MATH2201,C
9635,13685,CMPS2212,C+
9636,13685,CMPS2252,D+
9637,13685,CMPS1014,B+
9638,13685,ENGL1014,C+
9639,13685,MATH1201,C
9640,13685,ENGL1025,B+
9641,13685,HIST1014,B
9642,13685,SPAN1015,B+
9643,13685,CMPS2171,C
9644,13685,CMPS2232,B
9645,13712,ENGL1014,D
9646,13712,HIST1014,C
9647,13712,PHIL1014,F
9648,13712,MGMT1014,C
9649,13712,ENGL1014,C
9650,13712,PHIL1014,D
9651,13718,MATH0014,P
9652,13718,ENGL1014,F
9653,13718,CMPS1014,C
9654,13721,CMPS1014,B+
9655,13721,MATH1201,W
9656,13721,MGMT1014,B
9657,13721,CMPS1131,F
9658,13721,MATH1151,W
9659,13721,ENGL1014,B
9660,13727,CMPS1131,B+
9661,13727,MGMT1014,B+
9662,13727,CMPS2992,WF
9663,13727,CMPS2232,F
9664,13727,ENGL1014,B+
9665,13727,SOCL1014,B
9666,13727,CMPS2171,C
9667,13727,MATH1302,B
9668,13727,CMPS2151,B
9669,13727,CMPS2191,D+
9670,13727,SPAN1015,
9671,13727,CMPS1014,C
9672,13727,PHYS1015L,A
9673,13727,CMPS1212,C+
9674,13727,ENGL1025,A
9675,13727,MATH1151,A-
9676,13727,CMPS2212,W
9677,13727,CMPS1014,C
9678,13727,CMPS1232,D
9679,13727,CMPS2191,W
9680,13727,CMPS1232,B
9681,13727,CMPS2131,C
9682,13727,MATH2201,C
9683,13727,CMPS2252,W
9684,13727,MATH1151,D+
9685,13727,MATH1201,C
9686,13727,SPAN1015,A-
9687,13727,PHYS1015,B
9688,13727,CMPS2111,B+
9689,13727,HIST1014,B
9690,13757,SOCL1014,TR
9691,13757,CMPS1134,A-
9692,13757,ENGL1014,TR
9693,13757,ENGL1025,TR
9694,13757,MGMT1014,TR
9695,13757,MATH1201,B
9696,13757,PHYS1015L,A
9697,13757,PHYS1015,B
9698,13757,HIST1014,TR
9699,13757,CMPS1131,A
9700,13757,SPAN1025,A-
9701,13757,CMPS1232,B+
9702,13769,CMPS1131,F
9703,13769,MGMT1014,A-
9704,13769,ENGL1014,C+
9705,13769,CMPS1014,F
9706,13769,HIST1014,B+
9707,13769,SPAN3015,C
9708,13769,MATH1201,WF
9709,13769,MATH1151,D+
9710,13769,CMPS1014,F
9711,13778,CMPS1134,A-
9712,13778,CMPS2131,C+
9713,13778,CMPS2151,B+
9714,13778,CMPS2191,B
9715,13778,MATH2201,C+
9716,13778,PHYS1015,A-
9717,13778,CMPS2111,B
9718,13778,CMPS2232,RE
9719,13778,MATH1201,A-
9720,13778,SPAN2025,F
9721,13778,CMPS2252,RE
9722,13778,CMPS2992,RE
9723,13778,ENGL1025,A-
9724,13778,MATH1302,B+
9725,13778,HIST1014,RE
9726,13778,SPAN1025,RE
9727,13778,MATH1151,B+
9728,13778,PHYS1015L,A
9729,13778,CMPS1212,B
9730,13778,CMPS2212,RE
9731,13778,CMPS1131,B
9732,13778,ENGL1014,B+
9733,13778,CMPS1232,B+
9734,13778,MGMT1014,A-
9735,13778,CMPS2171,A-
9736,13778,PSYC1014,A-
9737,13804,CMPS1131,F
9738,13804,HIST1014,RE
9739,13804,CMPS1014,B
9740,13804,MATH1201,WF
9741,13804,ENGL1014,C+
9742,13804,SPAN2025,B
9743,13804,CMPS1212,RE
9744,13804,MATH1151,F
9745,13804,ENGL1025,RE
9746,13813,SPAN1015,B
9747,13813,MATH1151,D+
9748,13813,MGMT1014,B+
9749,13813,CMPS1131,D
9750,13813,HIST1014,A-
9751,13813,CMPS1014,C
9752,13813,ENGL1014,C+
9753,13813,MATH1201,C
9754,13813,ENGL1025,A-
9755,13822,CMPS1014,W
9756,13822,MATH1201,W
9757,13822,SOCL1014,NG
9758,13822,MATH1151,W
9759,13826,ENGL1014,B
9760,13826,SPAN3015,C
9761,13826,CMPS1232,F
9762,13826,CMPS1212,B
9763,13826,CMPS2232,B
9764,13826,CMPS1131,B
9765,13826,MATH1302,C+
9766,13826,CMPS2171,C+
9767,13826,CMPS2191,C+
9768,13826,PSYC1014,B
9769,13826,CMPS1232,B
9770,13826,CMPS1014,B
9771,13826,PHYS1015L,A
9772,13826,ENGL1025,B
9773,13826,CMPS2212,C
9774,13826,CMPS2992,B+
9775,13826,MATH1151,C+
9776,13826,MATH1201,C+
9777,13826,PHYS1015,C
9778,13826,CMPS2111,B+
9779,13826,CMPS2151,B
9780,13826,CMPS2131,B
9781,13826,MGMT1014,B
9782,13826,MATH2201,C
9783,13826,PSYC1014,F
9784,13826,HIST1014,C+
9785,13826,CMPS2252,B
9786,13853,ENGL1014,B
9787,13853,CMPS1212,C+
9788,13853,MATH1201,F
9789,13853,SPAN3015,C
9790,13853,HIST1014,C
9791,13853,MATH1151,F
9792,13853,CMPS1131,D
9793,13853,CMPS1014,D+
9794,13853,CMPS1014,F
9795,13853,ENGL1025,B+
9796,13853,MGMT1014,D+
9797,13853,MATH1151,B
9798,13853,SPAN3015,WF
9799,13853,CMPS1131,D
9800,13853,MATH1201,D
9801,13868,MATH2201,C
9802,13868,HIST1014,C+
9803,13868,MGMT1014,B+
9804,13868,PHYS1015,D
9805,13868,CMPS2171,C
9806,13868,CMPS2212,C+
9807,13868,CMPS2992,A-
9808,13868,ENGL1014,B
9809,13868,PHYS1015L,A
9810,13868,CMPS1232,F
9811,13868,CMPS2111,WF
9812,13868,CMPS2151,B
9813,13868,CMPS2191,C+
9814,13868,CMPS1232,C
9815,13868,CMPS1131,C+
9816,13868,MATH1201,B
9817,13868,CMPS1232,D+
9818,13868,CMPS2111,C+
9819,13868,CMPS2131,C
9820,13868,CMPS2232,C
9821,13868,CMPS1014,B
9822,13868,MATH1151,C+
9823,13868,SPAN3015,B
9824,13868,ENGL1025,B
9825,13868,PHYS1015,C
9826,13868,MATH1151,B
9827,13868,CMPS1212,B
9828,13868,MATH1302,C+
9829,13868,SOCL1014,B+
9830,13868,CMPS2252,B
9831,13898,CMPS1014,B
9832,13898,CMPS2131,A-
9833,13898,CMPS2252,B
9834,13898,CMPS1131,A
9835,13898,ENGL1014,B
9836,13898,MGMT1014,A
9837,13898,CMPS2151,A-
9838,13898,CMPS2212,A
9839,13898,PSYC1014,A
9840,13898,MATH1151,B+
9841,13898,CMPS2111,B+
9842,13898,MATH2201,B+
9843,13898,CMPS2232,B+
9844,13898,CMPS2992,B+
9845,13898,PHYS1015,A
9846,13898,CMPS2171,B+
9847,13898,CMPS2191,B+
9848,13898,MATH1201,B
9849,13898,PHYS1015L,A
9850,13898,CMPS1232,A-
9851,13898,ENGL1025,B+
9852,13898,MATH1302,A-
9853,13898,SPAN1025,B+
9854,13898,HIST1014,B+
9855,13898,CMPS1212,A
9856,13923,MATH1201,B+
9857,13923,CMPS2191,RE
9858,13923,MGMT1014,RE
9859,13923,CMPS2131,C+
9860,13923,CMPS2212,RE
9861,13923,CMPS2171,B+
9862,13923,CMPS1131,A-
9863,13923,ENGL1025,B
9864,13923,CMPS2171,RE
9865,13923,CMPS2171,W
9866,13923,CMPS2151,C
9867,13923,CMPS2252,RE
9868,13923,CMPS2992,A-
9869,13923,CMPS1014,B+
9870,13923,MGMT1014,B
9871,13923,CMPS2191,B
9872,13923,CMPS2212,B
9873,13923,ENGL1014,B
9874,13923,MATH1151,B+
9875,13923,CMPS1212,B
9876,13923,MATH1302,C+
9877,13923,CMPS2111,RE
9878,13923,CMPS2191,W
9879,13923,MATH2201,C
9880,13923,CMPS2232,RE
9881,13923,CMPS2232,B
9882,13923,CMPS2252,B
9883,13923,HIST1014,B+
9884,13923,PHYS1015L,A
9885,13923,CMPS1232,B
9886,13923,PHYS1015,B
9887,13923,CMPS2131,RE
9888,13923,MATH2201,RE
9889,13923,PSYC1014,A
9890,13923,SPAN1025,C
9891,13923,MGMT1014,W
9892,13923,CMPS2151,RE
9893,13923,CMPS2111,C
9894,13961,PHYS1015,RE
9895,13961,MATH1151,D
9896,13961,PHYS1015L,RE
9897,13961,ENGL1014,B+
9898,13961,CMPS1232,RE
9899,13961,CMPS1014,C+
9900,13961,MATH1201,D+
9901,13961,MATH1302,RE
9902,13961,CMPS1131,B+
9903,13961,PSYC1014,B
9904,13961,CMPS1212,RE
9905,13961,ENGL1025,RE
9906,13973,PHYS1015,C+
9907,13973,CMPS1232,C
9908,13973,CMPS2252,B
9909,13973,MATH1302,C+
9910,13973,CMPS1134,C
9911,13973,CMPS1212,C
9912,13973,MGMT1014,C+
9913,13973,CMPS2232,B+
9914,13973,CMPS2992,A-
9915,13973,CMPS1131,C+
9916,13973,ENGL1014,B+
9917,13973,MATH1151,B
9918,13973,ENGL1025,B
9919,13973,CMPS2171,B
9920,13973,MATH2201,C
9921,13973,CMPS1212,D+
9922,13973,HIST1014,B+
9923,13973,CMPS2131,C
9924,13973,CMPS2191,C+
9925,13973,MATH1201,C+
9926,13973,CMPS1232,D+
9927,13973,CMPS2151,B+
9928,13973,CMPS2191,F
9929,13973,PHYS1015L,A-
9930,13973,CMPS2111,C+
9931,13973,PSYC1014,C+
9932,13973,CMPS2212,B
9933,13973,MATH3251,B
9934,14001,CMPS1131,F
9935,14001,CMPS1131,C
9936,14001,ENGL1025,C
9937,14001,MATH1151,B
9938,14001,CMPS2191,D+
9939,14001,MATH2201,W
9940,14001,CMPS2151,C+
9941,14001,MATH2251,B+
9942,14001,CMPS2232,C
9943,14001,SPAN2025,A-
9944,14001,PHYS1015,A-
9945,14001,CMPS1232,D+
9946,14001,NRMP1014,A
9947,14001,CMPS2131,D+
9948,14001,CMPS2212,C+
9949,14001,CMPS2131,B
9950,14001,MATH2352,B
9951,14001,MGMT1014,C
9952,14001,ENGL1014,B+
9953,14001,MATH2151,B
9954,14001,MATH2201,D
9955,14001,MATH1151,WF
9956,14001,SOCL1014,C
9957,14001,CMPS1232,C
9958,14001,CMPS2252,B
9959,14001,CMPS2992,B
9960,14001,CMPS1131,B+
9961,14001,MATH1201,WF
9962,14001,CMPS1014,C
9963,14001,HIST1014,B+
9964,14001,MATH1151,D+
9965,14001,MATH1201,C
9966,14001,CMPS1212,C
9967,14001,CMPS2171,C+
9968,14001,MATH1252,B
9969,14001,CMPS2191,C+
9970,14001,MATH2402,C+
9971,14001,PHYS1015L,A
9972,14001,PHYS1015,D+
9973,14001,CMPS2111,C
9974,14001,MATH2201,D
9975,14001,MATH2302,C+
9976,14043,CMPS2131,B
9977,14043,ENGL1014,C
9978,14043,MATH1151,D
9979,14043,SPAN1015,A-
9980,14043,MATH1014,B
9981,14043,MATH1151,A-
9982,14043,PHYS1015L,A-
9983,14043,CMPS2232,F
9984,14043,CMPS1131,B+
9985,14043,ENGL1025,B+
9986,14043,MGMT1014,C
9987,14043,SOCL1014,C
9988,14043,CMPS2151,B+
9989,14043,CMPS2171,D
9990,14043,CMPS2191,B
9991,14043,PHYS1015,B+
9992,14043,MATH1201,F
9993,14043,MATH1201,B
9994,14043,CMPS1232,B
9995,14043,CMPS2212,F
9996,14043,CMPS2992,F
9997,14043,HIST1014,D
9998,14043,CMPS1014,C
9999,14043,CMPS1212,C
10000,14043,CMPS2111,D
10001,14043,CMPS2252,F
10002,14069,PHYS1015L,A-
10003,14069,CMPS1212,C
10004,14069,ENGL1014,D
10005,14069,MGMT1014,B
10006,14069,SPAN1015,B+
10007,14069,ENGL1014,C+
10008,14069,CMPS1131,C+
10009,14069,MATH1201,C
10010,14069,CMPS1014,F
10011,14069,CMPS1232,D+
10012,14069,CMPS1131,F
10013,14069,CMPS1014,B
10014,14069,CMPS1134,C+
10015,14069,MATH1151,F
10016,14069,MATH1201,F
10017,14069,PHYS1015,C
10018,14085,CMPS1014,B
10019,14085,MATH1302,C+
10020,14085,SOCL1014,B
10021,14085,CMPS1014,A-
10022,14085,CMPS2191,B+
10023,14085,MATH1201,C+
10024,14085,CMPS1212,B
10025,14085,SPAN1015,C+
10026,14085,CMPS1131,A-
10027,14085,CMPS2191,WF
10028,14085,CMPS2212,B
10029,14085,MGMT1014,B
10030,14085,CMPS1134,WF
10031,14085,CMPS2171,B
10032,14085,MATH2201,C
10033,14085,CMPS2252,B
10034,14085,CMPS1131,W
10035,14085,ENGL1025,C
10036,14085,PHYS1015L,A
10037,14085,CMPS1232,B
10038,14085,CMPS2151,B
10039,14085,CMPS2232,C+
10040,14085,MGMT1014,C
10041,14085,MATH1151,C+
10042,14085,ENGL1014,C+
10043,14085,HIST1014,A
10044,14085,MATH2201,WF
10045,14085,PHYS1015,A-
10046,14085,CMPS2111,B
10047,14085,CMPS2131,C+
10048,14085,ENGL1025,C+
10049,14085,CMPS2992,B
10050,14117,HIST1014,B
10051,14117,CMPS1014,F
10052,14117,SOCL1014,D
10053,14120,SPAN1015,B
10054,14120,SOCL1014,W
10055,14120,PSYC1014,D
10056,14123,MATH1201,WF
10057,14123,MATH1151,D+
10058,14123,ENGL1014,D
10059,14123,CMPS1131,F
10060,14123,SPAN2015,B+
10061,14123,CMPS1014,C+
10062,14129,ENGL1014,A
10063,14129,MATH1151,B
10064,14129,MATH1201,B+
10065,14129,CMPS1212,A-
10066,14129,MATH2201,C+
10067,14129,SPAN1015,A
10068,14129,CMPS2131,B+
10069,14129,CMPS2212,B+
10070,14129,CMPS1014,A
10071,14129,CMPS2171,B
10072,14129,CMPS2191,B
10073,14129,CMPS2252,C+
10074,14129,PHYS1015,B+
10075,14129,CMPS2111,B+
10076,14129,CMPS2232,B
10077,14129,CMPS2992,B+
10078,14129,MGMT1014,A
10079,14129,PSYC1014,A-
10080,14129,CMPS1232,B+
10081,14129,MATH1302,B
10082,14129,CMPS2151,A-
10083,14129,CMPS1131,B+
10084,14129,PHYS1015L,A
10085,14129,MGMT1014,W
10086,14129,ENGL1025,B+
10087,14154,MATH1201,F
10088,14154,MATH1151,WF
10089,14154,CMPS1131,F
10090,14154,CMPS1014,F
10091,14154,SOCL1014,F
10092,14159,CMPS1131,F
10093,14159,MATH1151,F
10094,14159,CMPS1014,B
10095,14159,HIST1014,B
10096,14159,PHYS1015L,A-
10097,14159,MATH1151,D+
10098,14159,CMPS1212,F
10099,14159,CMPS1232,F
10100,14159,SPAN3015,F
10101,14159,MATH1201,C
10102,14159,PSYC1014,WF
10103,14159,CMPS2171,C
10104,14159,MATH1201,WF
10105,14159,PHYS1015,B+
10106,14159,SOCL1014,C+
10107,14159,CMPS1212,D
10108,14159,SPAN3015,A-
10109,14159,MGMT1014,C
10110,14159,CMPS1232,F
10111,14159,SOCL1014,WF
10112,14159,ENGL1014,B
10113,14159,CMPS2111,C
10114,14159,MATH1151,C+
10115,14159,ENGL1025,B+
10116,14159,CMPS1131,C+
10117,14159,MATH1302,D
10118,14185,CMPS1014,B+
10119,14185,MATH1151,D
10120,14185,MATH1201,D+
10121,14185,CMPS1232,B
10122,14185,MATH1151,B+
10123,14185,CMPS2992,B
10124,14185,SPAN2025,A-
10125,14185,ENGL1025,B
10126,14185,SOCL1014,B
10127,14185,CMPS2232,B
10128,14185,CMPS1232,F
10129,14185,PHYS1015,C
10130,14185,CMPS2171,C
10131,14185,MATH2201,C
10132,14185,HIST1014,C+
10133,14185,CMPS2131,C+
10134,14185,CMPS2212,B
10135,14185,CMPS2111,C
10136,14185,CMPS2252,C+
10137,14185,ENGL1014,C+
10138,14185,PHYS1015L,A
10139,14185,MGMT1014,B
10140,14185,CMPS2151,B+
10141,14185,MATH1201,C+
10142,14185,CMPS1131,C+
10143,14185,CMPS1212,B+
10144,14185,MATH1302,C+
10145,14185,CMPS2191,B
10146,14213,CMPS1014,A-
10147,14213,ENGL1014,B+
10148,14213,PHYS1015,B
10149,14213,CMPS1134,A
10150,14213,ENGL1025,B
10151,14213,MATH1151,A-
10152,14213,CMPS2252,D
10153,14213,PHIL1014,B+
10154,14213,CMPS1131,B+
10155,14213,CMPS2212,C+
10156,14213,CMPS2232,C
10157,14213,ENGL1035,A-
10158,14213,MATH2201,A
10159,14213,MATH1151,D
10160,14213,MATH1201,C
10161,14213,CMPS1232,C+
10162,14213,MGMT1014,A-
10163,14213,CMPS2131,C+
10164,14213,CMPS2151,C+
10165,14213,CMPS2191,D+
10166,14213,CMPS2992,B+
10167,14213,SPAN1025,B
10168,14213,CMPS1212,C+
10169,14213,PSYC1014,B
10170,14213,PHYS1015L,A
10171,14213,CMPS2111,C+
10172,14213,CMPS2171,C+
10173,14213,CMPS1192,A
10174,14213,HIST1014,C+
10175,14213,CMPS2242,A-
10176,14213,MATH1302,A
10177,14244,MGMT1014,C+
10178,14244,ENGL1025,B+
10179,14244,MATH1201,C
10180,14244,CHEM1015,A
10181,14244,MATH1302,C+
10182,14244,CHEM2151L,B+
10183,14244,CHEM1252,B+
10184,14244,CMPS1232,C
10185,14244,MATH2201,WP
10186,14244,CMPS1131,B+
10187,14244,MATH1151,C+
10188,14244,PHYS1015L,A
10189,14244,CHEM2151,B
10190,14244,CHEM1202,B+
10191,14244,CMPS1014,A-
10192,14244,CHEM1015L,A-
10193,14244,PHYS1015,B
10194,14244,ENGL1014,C+
10195,14244,CHEM1202L,A-
10196,14263,MATH1151,F
10197,14263,CMPS1131,W
10198,14263,CMPS1134,W
10199,14263,ENGL1014,B
10200,14267,CMPS1014,C
10201,14267,SPAN3015,A-
10202,14267,ENGL1014,C
10203,14267,MATH1151,C+
10204,14267,CMPS1171,WF
10205,14267,SPAN3015,F
10206,14267,MATH1302,D
10207,14267,CMPS1134,NR
10208,14267,CMPS1131,F
10209,14267,MATH1201,C
10210,14267,CMPS1212,C+
10211,14267,CMPS1131,WF
10212,14279,CMPS2992,TR
10213,14279,ENGL1025,TR
10214,14279,SOCL1014,TR
10215,14279,CMPS1131,B
10216,14279,CMPS2131,B+
10217,14279,CMPS2252,F
10218,14279,CMPS2111,C+
10219,14279,PHYS1015,B+
10220,14279,ENGL3155,TR
10221,14279,MATH1302,WF
10222,14279,HIST1014,TR
10223,14279,SPAN1025,B+
10224,14279,CMPS2232,B
10225,14279,CMPS2151,TR
10226,14279,MATH1151,TR
10227,14279,MGMT1014,TR
10228,14279,MATH1302,C+
10229,14279,CMPS2191,TR
10230,14279,ENGL1014,TR
10231,14279,SPAN1015,TR
10232,14279,CMPS2111,D+
10233,14279,CMPS1014,TR
10234,14279,CMPS1212,TR
10235,14279,CMPS2171,TR
10236,14279,MATH1201,TR
10237,14279,PHYS1015L,A-
10238,14279,PHYS1015,WF
10239,14279,CMPS1232,B+
10240,14279,CMPS2212,C+
10241,14279,CMPS2252,B
10242,14279,MATH2201,C+
10243,14310,CMPS2151,TR
10244,14310,ENGL1025,TR
10245,14310,MATH1201,TR
10246,14310,MATH2201,C
10247,14310,MATH1151,TR
10248,14310,PHYS1015,TR
10249,14310,CMPS1131,TR
10250,14310,MATH1302,TR
10251,14310,SPAN1015,TR
10252,14310,PHYS1015L,TR
10253,14310,CMPS2171,TR
10254,14310,CMPS2191,TR
10255,14310,ENGL1014,TR
10256,14310,CMPS2111,C
10257,14310,CMPS1212,TR
10258,14310,SOCL1014,TR
10259,14310,HIST1014,TR
10260,14327,CMPS1131,B
10261,14327,CMPS1134,C+
10262,14327,PHYS1015L,B+
10263,14327,ENGL1025,B
10264,14327,CMPS2151,B+
10265,14327,CMPS2131,C
10266,14327,CMPS2171,A-
10267,14327,SPAN1025,A-
10268,14327,CMPS2232,C+
10269,14327,ENGL1014,C
10270,14327,SOCL1014,C+
10271,14327,CMPS2131,C
10272,14327,CMPS2191,A
10273,14327,MATH1151,B+
10274,14327,CMPS1232,C+
10275,14327,MGMT1014,B
10276,14327,CMPS2992,A-
10277,14327,CMPS1212,C+
10278,14327,CMPS2212,B+
10279,14327,CMPS2252,B+
10280,14327,MATH1201,B+
10281,14327,MATH1302,B+
10282,14327,CMPS2111,A-
10283,14327,MATH2201,C+
10284,14327,PHYS1015,C+
10285,14327,CMPS2171,C
10286,14327,CMPS2191,C
10287,14327,HIST1014,B+
10288,14355,CMPS1134,W
10289,14355,PHYS1015L,B+
10290,14355,PHYS1015,A
10291,14355,CMPS1131,WP
10292,14359,CMPS1124,F
10293,14359,MATH1151,D
10294,14359,ENGL1014,B+
10295,14359,MGMT1014,F
10296,14359,CMPS1134,W
10297,14364,HIST1014,TR
10298,14364,MATH1201,B
